age,race,gender,employment,education,married,person_living_in_house,salary,house_type,house_value,vehicle,house_rental_fee,house_loan_pmt,transport_use,transport_spending,public_transport_spending,house_utility,food_spending,kids_spending,personal_loan,education_loan,other_loan,investment
42,Skrull,M,Employed,Certificates,Yes,6,2K to 3K,Rental house - double storey terrace,,Local brand car,1000,0,Own transport,400,0,0,0,0,0,0,0,0
24,Kree,M,Employed,Diploma,No,1,1K to 2K,Parent's house,,Motorcycle,0,0,,20,0,0,200,0,0,100,0,0
35,Kree,F,Unemployed,High School,Yes,4,3K to 4K,Rental house - kampung / wooden house,Below 100K,Asia brand car,120,,Own transport,700,,50,300,150,,,600,
53,Kree,F,Unemployed,High School,Yes,10 or more,,Own house - one storey terrace,,Motorcycle,0,0,Own transport,0,0,0,,0,0,0,0,0
65,Kree,M,Government retiree,High School,Yes,2,Less than 1K,Own house - one storey terrace,Below 100K,Local brand car,0,0,Own transport,300,0,300,300,0,0,0,0,0
70,Sapiens,M,Government retiree,Bachelor's Degree,Yes,3,4K to 5K,Own house - double storey terrace,300K to 400K,Local brand car,0,0,Own transport,800,0,700,2000,0,0,0,0,0
59,Kree,F,Self-employed,Bachelor's Degree,Yes,2,7K to 8K,Own house - double storey terrace,400K to 500K,Asia brand car,0,1000,Own transport,1200,0,500,400,0,0,0,0,0
34,Sapiens,F,Employed,Diploma,Yes,5,4K to 5K,Own house - one storey terrace,300K to 400K,Local brand car,0,1000,Own transport,300,0,100,300,3000,900,0,0,0
28,Skrull,M,Self-employed,High School,No,5,4K to 5K,Parent's house,,Asia brand car,0,0,Own transport,1300,0,1000,700,0,0,0,0,0
50,Skrull,M,Employed,High School,Yes,7,Less than 1K,Rental house - flat,,Motorcycle,220,0,Own transport,20,0,200,200,0,0,0,0,0
65,Skrull,M,Self-employed,High School,Yes,2,2K to 3K,Own house - one storey terrace,100K to 200K,Local brand car,0,0,Own transport,600,0,150,600,0,0,0,0,0
52,Kree,M,Employed,High School,Yes,5,10K or more,Own house - bungalows,,Local brand car,,2000,Own transport,500,0,700,600,1200,0,0,1000,0
34,Kree,M,Self-employed,High School,Yes,5,8K to 9K,Rental house - double storey terrace,,Local brand car,600,0,Own transport,500,0,1500,2000,1500,0,0,0,0
62,Skrull,F,Unemployed,High School,Yes,3,Less than 1K,Rental house - kampung / wooden house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
52,Skrull,F,Employed,High School,Yes,7,Less than 1K,Own house - one storey terrace,Below 100K,Did not own any vehicle,0,700,,0,0,500,1000,0,0,0,0,0
63,Skrull,F,Employed,High School,No,3,Less than 1K,Rental house - kampung / wooden house,,Motorcycle,50,0,Own transport & Public transport,150,50,400,300,0,0,0,0,0
31,Sapiens,M,Employed,Diploma,Yes,3,4K to 5K,Own house - double storey terrace,400K to 500K,Local brand car,0,1800,Own transport,1000,0,600,300,500,0,50,500,0
33,Sapiens,F,Employed,Bachelor's Degree,Yes,2,7K to 8K,Own house - one storey terrace,200K to 300K,Local brand car,0,1000,Own transport,500,0,200,800,0,0,0,0,0
63,Kree,M,Self-employed,High School,Yes,9,2K to 3K,Own house - one storey terrace,Below 100K,Local brand car,0,0,Own transport,200,0,500,800,700,0,0,0,0
69,Kree,M,Private sector retiree,High School,Yes,4,1K to 2K,Own house - kampung / wooden house,100K to 200K,Motorcycle,0,0,Own transport,100,0,100,1600,500,0,0,0,0
60,Sapiens,M,Employed,Certificates,Yes,4,2K to 3K,Own house - one storey terrace,400K to 500K,Local brand car,0,0,Own transport,550,0,200,500,0,0,0,0,0
68,Kree,F,Government retiree,High School,Divorcee,2,Less than 1K,Rental house - double storey terrace,,Did not own any vehicle,500,0,,0,0,200,300,0,0,0,0,0
29,Kree,F,Employed,Diploma,Yes,3,5K to 6K,Parent's house,Below 100K,Local brand car,0,0,Own transport,700,0,600,1000,600,1000,0,0,0
64,Kree,M,Private sector retiree,Bachelor's Degree,Yes,3,Less than 1K,Own house - one storey terrace,600K to 700K,Asia brand car,0,0,Own transport,500,0,500,500,0,0,0,0,0
56,Sapiens,M,Private sector retiree,Bachelor's Degree,Yes,4,,Own house - condominiums,500K to 600K,Asia brand car,0,3000,Own transport,1500,0,500,3000,0,0,0,0,0
43,Kree,M,Self-employed,High School,Yes,7,1K to 2K,Own house - kampung / wooden house,,Local brand car,0,0,Own transport,150,0,60,300,200,0,0,0,0
40,Skrull,F,Employed,Bachelor's Degree,Yes,5,Less than 1K,Own house - double storey terrace,300K to 400K,Local brand car,0,2000,Own transport,400,0,400,1000,1000,400,0,0,0
38,Kree,M,Employed,High School,Yes,4,2K to 3K,Rental house - flat,,Local brand car,600,0,Own transport,800,0,300,800,200,0,0,0,600
31,Sapiens,F,Employed,Bachelor's Degree,No,1,3K to 4K,Rental house - condominiums,,Local brand car,700,0,Own transport,400,0,300,800,0,0,250,0,0
57,Skrull,F,Unemployed,High School,Divorcee,3,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,1000,0,0,675,0,0,0
58,Kree,F,Unemployed,High School,Divorcee,4,Less than 1K,Rental house - kampung / wooden house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
72,Skrull,M,Private sector retiree,Diploma,Yes,8,Less than 1K,Own house - one storey terrace,100K to 200K,Europe brand car,0,0,Own transport,200,0,250,1000,0,0,0,0,0
34,Skrull,M,Employed,High School,Yes,4,2K to 3K,Rental house - flat,,Motorcycle,650,200,Own transport & Public transport,100,100,400,300,800,0,0,0,0
71,Kree,F,Unemployed,High School,Yes,2,Less than 1K,Parent's house,,Motorcycle,0,0,Own transport,20,0,50,200,0,0,0,0,0
55,Kree,M,Self-employed,Bachelor's Degree,Yes,6,10K or more,Own house - double storey terrace,700K to 800K,Asia brand car,0,3000,,0,0,1500,3000,2000,0,0,0,0
33,Kree,M,Employed,Bachelor's Degree,No,5,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,700,0,140,500,0,0,0,0,0
60,Skrull,F,Unemployed,High School,Yes,5,Less than 1K,Own house - one storey terrace,200K to 300K,Did not own any vehicle,0,0,,0,50,0,0,0,0,0,0,0
37,Kree,M,Employed,Bachelor's Degree,Yes,5,5K to 6K,Parent's house,,Asia brand car,0,0,Own transport,2500,0,300,0,500,0,0,0,0
37,Kree,F,Employed,Diploma,Yes,6,3K to 4K,Parent's house,Below 100K,Local brand car,,0,Own transport,800,,500,1500,500,,,600,
37,Sapiens,M,Employed,Bachelor's Degree,Yes,6,5K to 6K,Own house - double storey terrace,500K to 600K,Asia brand car,0,2000,Own transport,1600,0,400,1000,800,2000,0,0,0
40,Sapiens,F,Employed,High School,No,6,5K to 6K,Parent's house,Below 100K,Local brand car,0,0,Own transport,500,0,500,800,0,0,0,0,0
71,Kree,M,Government retiree,High School,Yes,3,Less than 1K,Own house - one storey terrace,400K to 500K,Asia brand car,0,0,Own transport,200,0,400,500,0,0,0,0,0
60,Skrull,F,Unemployed,High School,Yes,1,Less than 1K,Rental house - single storey,,Did not own any vehicle,300,0,,0,50,100,300,0,0,0,0,0
50,Sapiens,M,Self-employed,Diploma,Yes,5,7K to 8K,Own house - double storey terrace,400K to 500K,Asia brand car,0,5000,Own transport,1500,0,300,1500,300,0,0,0,0
30,Skrull,F,Employed,Diploma,No,3,2K to 3K,Rental house - flat,,Local brand car,0,300,Own transport,500,0,500,2000,0,0,200,0,0
48,Sapiens,F,Unemployed,High School,Yes,4,Less than 1K,Rental house - single storey,,Local brand car,0,2000,Own transport,100,0,1000,1000,3000,0,0,0,0
67,Kree,F,Unemployed,High School,Yes,4,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,50,300,0,0,0,0,0
54,Kree,F,Unemployed,High School,Yes,4,2K to 3K,Own house - one storey terrace,300K to 400K,Local brand car,0,800,,700,0,300,500,200,0,0,0,0
32,Kree,M,Employed,Diploma,No,1,3K to 4K,Own house - one storey terrace,200K to 300K,Local brand car,0,1100,,300,0,500,500,0,1000,0,0,0
24,Sapiens,M,Employed,Bachelor's Degree,No,4,4K to 5K,Rental house - condominiums,,Asia brand car,300,0,Own transport,300,0,400,1000,0,0,0,0,0
39,Kree,M,Employed,Certificates,Yes,4,1K to 2K,Rental house - double storey terrace,,Motorcycle,400,0,Own transport,150,0,380,700,300,0,0,0,0
65,Skrull,F,Unemployed,High School,Divorcee,6,Less than 1K,Parent's house,Below 100K,Did not own any vehicle,0,0,,0,0,200,400,0,0,0,0,0
64,Kree,F,Self-employed,High School,Yes,9,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,300,100,0,0,0,0,100,0
47,Skrull,F,Employed,High School,Yes,5,1K to 2K,Rental house - kampung / wooden house,,Did not own any vehicle,200,0,,0,0,100,500,110,0,0,0,0
36,Sapiens,F,Self-employed,Diploma,Yes,4,4K to 5K,Own house - double storey terrace,500K to 600K,Local brand car,0,1500,Own transport,1000,0,400,2000,400,0,0,0,0
64,Sapiens,M,Self-employed,Diploma,Yes,7,1K to 2K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,350,0,160,2000,700,0,0,0,0
53,Skrull,F,Self-employed,High School,No,2,Less than 1K,Own house - bungalows,Below 100K,Local brand car,0,0,Own transport,350,0,500,0,0,0,0,0,0
32,Kree,F,Employed,Bachelor's Degree,No,1,5K to 6K,Rental house - flat,Below 100K,Local brand car,700,0,Own transport,800,0,50,600,0,0,206,600,0
55,Skrull,F,Employed,High School,Yes,3,1K to 2K,Own house - one storey terrace,100K to 200K,Did not own any vehicle,0,600,,0,0,300,0,400,0,0,0,0
71,Kree,F,Unemployed,High School,Yes,1,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,40,500,0,0,0,0,0
68,Kree,F,Unemployed,High School,Yes,6,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,50,300,0,700,0,0,0
34,Sapiens,F,Employed,Bachelor's Degree,No,6,3K to 4K,Own house - one storey terrace,300K to 400K,Local brand car,0,0,Own transport,600,0,300,1000,0,0,0,0,0
51,Sapiens,M,Employed,High School,Yes,5,Less than 1K,Own house - one storey terrace,200K to 300K,Asia brand car,0,0,Own transport,1200,0,180,800,1000,0,0,0,0
46,Kree,F,Employed,High School,Divorcee,4,Less than 1K,Rental house - kampung / wooden house,,Motorcycle,160,0,Own transport,50,0,50,300,300,0,0,0,0
32,Kree,M,Employed,Diploma,Yes,4,9K to 10K,Own house - double storey terrace,More than 1M,Asia brand car,0,800,Own transport,500,0,400,1000,1000,1500,0,0,0
24,Sapiens,F,Employed,High School,No,1,1K to 2K,Rental house - flat,,Did not own any vehicle,500,0,,0,0,20,200,0,0,0,0,0
72,Kree,F,Self-employed,High School,Yes,3,Less than 1K,Own house - double storey terrace,Below 100K,Did not own any vehicle,0,0,,0,0,70,300,0,0,0,0,0
33,Kree,F,Unemployed,High School,Yes,4,Less than 1K,Own house - one storey terrace,Below 100K,Local brand car,0,0,Own transport,200,0,100,500,200,0,0,0,0
39,Kree,F,Unemployed,High School,Yes,5,1K to 2K,Rental house - single storey,,Motorcycle,400,0,Own transport,60,30,700,300,1500,0,0,0,0
47,Kree,M,Employed,High School,Yes,5,1K to 2K,Parent's house,,Motorcycle,0,0,Own transport,300,0,200,700,250,0,0,0,0
83,Kree,F,Unemployed,High School,Yes,2,Less than 1K,Parent's house,,Motorcycle,0,0,,0,0,100,400,0,0,0,0,0
82,Kree,M,Self-employed,High School,No,1,Less than 1K,Parent's house,100K to 200K,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
54,Kree,F,Self-employed,High School,Yes,2,Less than 1K,Parent's house,Below 100K,Did not own any vehicle,,0,Public transport,,100,50,300,300,,,,
34,Sapiens,F,Employed,Bachelor's Degree,Yes,2,10K or more,Own house - double storey terrace,700K to 800K,Asia brand car,0,600,Own transport,1000,0,400,3000,0,0,0,0,0
56,Kree,F,Unemployed,High School,Divorcee,5,Less than 1K,Own house - one storey terrace,Below 100K,Did not own any vehicle,0,0,,0,0,100,0,0,0,0,0,0
70,Kree,M,Government retiree,High School,Yes,9,1K to 2K,Own house - one storey terrace,200K to 300K,Local brand car,0,0,,1500,0,450,400,0,0,0,0,0
32,Sapiens,F,Employed,High School,No,1,3K to 4K,Own house - condominiums,400K to 500K,Local brand car,0,1200,Own transport,450,0,200,600,300,0,0,0,0
55,Skrull,M,Employed,High School,Yes,3,1K to 2K,Own house - one storey terrace,100K to 200K,Local brand car,0,500,Own transport,200,0,300,400,500,0,0,0,0
26,Sapiens,M,Employed,High School,No,5,2K to 3K,Parent's house,,Local brand car,0,0,Own transport,200,0,200,300,0,0,0,0,0
78,Kree,F,Unemployed,High School,Divorcee,1,Less than 1K,Own house - double storey terrace,Below 100K,Did not own any vehicle,0,0,Public transport,0,30,10,200,0,0,0,0,0
71,Kree,M,Government retiree,High School,Yes,4,1K to 2K,Rental house - flat,,Motorcycle,78,0,Own transport,50,0,200,300,0,0,0,0,0
65,Sapiens,F,Employed,High School,Yes,1,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,70,300,0,0,0,0,0
50,Kree,M,Self-employed,High School,Yes,6,1K to 2K,Own house - one storey terrace,Below 100K,Motorcycle,0,100,Own transport,200,0,100,300,400,0,0,400,0
57,Sapiens,F,Unemployed,High School,Yes,5,1K to 2K,Own house - one storey terrace,200K to 300K,Local brand car,0,0,Own transport,100,0,500,500,200,0,0,0,0
61,Skrull,F,Private sector retiree,High School,No,8,Less than 1K,Parent's house,,Did not own any vehicle,0,0,Public transport,0,100,300,1000,0,0,0,0,0
32,Skrull,M,Employed,High School,Yes,6,3K to 4K,Parent's house,Below 100K,Local brand car,0,0,Own transport,521,0,400,1500,180,1250,0,0,0
34,Kree,F,Unemployed,High School,Yes,3,1K to 2K,Rental house - single storey,,Local brand car,250,,Own transport,500,,200,300,60,0,0,0,0
60,Skrull,F,Employed,High School,Yes,4,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,,200,0,50,300,0,0,0,0,0
68,Skrull,F,Unemployed,High School,Yes,3,Less than 1K,Parent's house,,Did not own any vehicle,,,,0,0,0,0,0,0,0,0,0
37,Kree,M,Employed,Diploma,Yes,4,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,600,0,50,200,0,0,0,0,0
65,Kree,M,Unemployed,High School,Yes,8,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,100,0,0,0,0,0,0
52,Skrull,M,Employed,High School,Yes,5,1K to 2K,Rental house - single storey,,Motorcycle,350,0,Own transport,100,0,350,400,50,0,0,500,0
61,Skrull,M,Self-employed,High School,Yes,4,10K or more,Own house - bungalows,300K to 400K,Asia brand car,0,0,Own transport,2000,,300,600,500,0,0,0,0
49,Skrull,F,Employed,Certificates,Yes,5,10K or more,Own house - double storey terrace,500K to 600K,Asia brand car,0,1231,Own transport & Public transport,1600,400,2000,1500,0,600,0,1500,0
44,Sapiens,M,Employed,High School,Yes,4,4K to 5K,Own house - one storey terrace,Below 100K,Local brand car,0,500,Own transport,1200,0,300,1000,600,0,0,0,0
48,Kree,F,Employed,High School,Yes,4,3K to 4K,Own house - flat,Below 100K,Local brand car,0,450,Own transport,800,0,200,500,200,0,0,0,300
37,Sapiens,F,Unemployed,High School,Yes,4,1K to 2K,Parent's house,,Asia brand car,0,0,Own transport,750,0,150,100,400,0,0,0,0
66,Kree,F,Self-employed,High School,Yes,2,Less than 1K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,50,0,50,300,0,0,0,0,400
32,Sapiens,M,Employed,Bachelor's Degree,No,4,8K to 9K,Parent's house,,Local brand car,0,0,Own transport,800,0,500,1000,0,0,0,0,0
27,Kree,M,Employed,Bachelor's Degree,No,1,1K to 2K,Rental house - single storey,,Local brand car,450,0,Own transport,300,0,150,600,0,0,0,0,0
27,Kree,M,Employed,High School,No,3,1K to 2K,Rental house - single storey,,Local brand car,200,0,Own transport,200,0,200,300,400,0,0,0,0
34,Sapiens,F,Self-employed,Bachelor's Degree,Yes,3,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,200,0,0,300,500,1500,0,0,0
53,Sapiens,M,Self-employed,High School,Yes,5,1K to 2K,Parent's house,,Motorcycle,0,0,Own transport,150,0,400,800,300,0,0,0,0
54,Skrull,F,Self-employed,High School,Yes,3,1K to 2K,Own house - flat,100K to 200K,Did not own any vehicle,0,450,Public transport,,100,200,500,0,0,0,0,0
64,Skrull,F,Unemployed,High School,Divorcee,7,,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
67,Sapiens,M,Self-employed,Diploma,Yes,4,5K to 6K,Own house - bungalows,500K to 600K,Asia brand car,0,1400,Own transport,1800,0,400,1200,300,0,0,0,0
67,Kree,F,Government retiree,High School,Yes,5,5K to 6K,Own house - bungalows,Below 100K,Europe brand car,0,0,Own transport,500,0,1000,2000,0,0,0,0,0
88,Kree,M,Government retiree,High School,Yes,4,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
47,Kree,M,Employed,High School,Yes,2,4K to 5K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,1000,0,500,300,0,0,0,0,0
26,Skrull,M,Employed,Diploma,No,4,3K to 4K,Rental house - double storey terrace,500K to 600K,Local brand car,800,0,Own transport,1000,0,1500,100,0,0,170,0,0
55,Kree,M,Employed,Bachelor's Degree,Yes,6,4K to 5K,Own house - one storey terrace,100K to 200K,Asia brand car,0,2500,Own transport,1500,0,500,900,1000,0,0,0,0
26,Sapiens,F,Unemployed,Bachelor's Degree,No,6,Less than 1K,Parent's house,,Did not own any vehicle,0,0,Public transport,0,50,150,600,0,0,0,0,0
39,Skrull,F,Unemployed,Diploma,Yes,8,2K to 3K,Parent's house,,Local brand car,0,0,Own transport,300,0,200,1000,100,0,0,0,0
47,Skrull,F,Self-employed,Bachelor's Degree,Yes,2,10K or more,Own house - double storey terrace,More than 1M,Europe brand car,0,0,Own transport,200,0,2000,200,0,0,0,2000,0
26,Kree,M,Employed,Diploma,No,5,1K to 2K,Parent's house,Below 100K,Asia brand car,,0,Own transport,750,,60,400,0,,,500,
76,Kree,F,Unemployed,High School,Yes,2,Less than 1K,Own house - one storey terrace,Below 100K,Did not own any vehicle,0,0,,0,0,50,400,0,0,0,0,0
25,Skrull,F,Unemployed,Bachelor's Degree,No,5,,Parent's house,,Local brand car,0,0,Own transport,200,0,0,0,0,0,430000,0,0
56,Skrull,M,Self-employed,High School,Divorcee,1,Less than 1K,Rental house - single storey,,Motorcycle,800,0,Own transport,200,0,0,200,350,0,0,0,0
66,Sapiens,M,Unemployed,High School,Yes,3,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
52,Sapiens,F,Unemployed,High School,Yes,5,1K to 2K,Rental house - flat,,Local brand car,124,,Own transport,800,,200,700,0,,,,
29,Sapiens,F,Employed,Bachelor's Degree,No,4,5K to 6K,Own house - one storey terrace,100K to 200K,Local brand car,0,600,Own transport,800,0,600,800,0,0,0,0,0
68,Sapiens,M,Unemployed,High School,No,4,Less than 1K,Rental house - kampung / wooden house,,Motorcycle,450,0,Own transport,50,0,0,300,0,0,0,0,0
51,Kree,M,Employed,Certificates,Yes,4,10K or more,Own house - double storey terrace,300K to 400K,Asia brand car,0,600,Own transport,400,0,500,1000,400,700,0,0,0
41,Sapiens,F,Unemployed,High School,Yes,4,2K to 3K,Own house - double storey terrace,Below 100K,Local brand car,0,0,Own transport,300,0,400,1500,0,0,0,0,0
54,Skrull,F,Unemployed,High School,No,3,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,200,0,0,0,0,0
40,Kree,M,Employed,High School,Yes,8,1K to 2K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,100,0,100,100,400,0,0,0,0
51,Kree,M,Employed,Bachelor's Degree,Yes,5,10K or more,Own house - bungalows,300K to 400K,Asia brand car,,1200,Own transport,1200,,2500,2000,1000,3000,,1800,
24,Kree,M,Employed,Certificates,No,1,1K to 2K,Rental house - single storey,,Motorcycle,300,0,Own transport,550,0,200,300,0,0,0,0,0
62,Sapiens,F,Employed,High School,Divorcee,1,1K to 2K,Own house - flat,100K to 200K,Did not own any vehicle,0,0,Public transport,0,100,50,1000,0,0,0,0,0
45,Kree,F,Unemployed,High School,Yes,5,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,100,400,150,0,0,0,0
63,Others,F,Unemployed,High School,Yes,10 or more,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,200,300,0,0,0,0,0
41,Skrull,M,Self-employed,High School,Yes,4,2K to 3K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,,500,0,500,700,100,0,0,0,0
51,Kree,F,Employed,Bachelor's Degree,Yes,3,Less than 1K,Own house - one storey terrace,Below 100K,Local brand car,0,700,Own transport,650,0,300,500,1000,0,0,0,0
63,Skrull,F,Unemployed,High School,Yes,1,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,Public transport,0,200,400,300,0,0,0,0,0
72,Skrull,F,Unemployed,High School,Yes,1,Less than 1K,Own house - flat,100K to 200K,Did not own any vehicle,0,0,,0,0,100,200,0,0,0,0,0
63,Sapiens,F,Unemployed,High School,No,1,Less than 1K,Rental house - flat,,Did not own any vehicle,150,0,,0,0,0,200,0,0,0,0,0
28,Sapiens,F,Employed,Bachelor's Degree,No,4,2K to 3K,Parent's house,Below 100K,Asia brand car,0,0,Own transport,300,0,0,0,0,0,0,900,0
55,Skrull,F,Private sector retiree,High School,Yes,7,Less than 1K,Own house - double storey terrace,200K to 300K,Did not own any vehicle,0,1000,Public transport,0,50,500,1000,0,0,0,200,0
38,Kree,M,Employed,Certificates,Yes,2,5K to 6K,Rental house - condominiums,,Asia brand car,600,0,Own transport,500,0,500,800,0,0,0,0,300
72,Kree,F,Unemployed,High School,Yes,4,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
53,Kree,M,Self-employed,High School,Yes,5,Less than 1K,Own house - kampung / wooden house,,Did not own any vehicle,0,0,Own transport,400,0,60,600,400,0,0,0,0
57,Kree,M,Self-employed,High School,Yes,8,Less than 1K,Own house - one storey terrace,Below 100K,Motorcycle,0,0,Own transport,150,0,100,800,450,0,0,0,0
51,Kree,F,Unemployed,High School,Yes,3,2K to 3K,Own house - bungalows,Below 100K,Did not own any vehicle,0,0,,0,0,300,500,0,0,0,0,0
74,Kree,F,Unemployed,High School,No,1,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
59,Skrull,F,Employed,High School,Yes,2,1K to 2K,Own house - flat,Below 100K,,0,420,Own transport,200,0,150,300,0,0,0,0,0
28,Kree,F,Employed,Diploma,Yes,2,1K to 2K,Rental house - single storey,,Local brand car,500,0,Own transport,200,0,150,300,0,0,0,0,0
26,Sapiens,M,Employed,Bachelor's Degree,No,4,3K to 4K,Parent's house,,Europe brand car,0,0,Own transport,800,0,0,300,0,0,0,0,0
30,Sapiens,F,Employed,High School,No,6,2K to 3K,Rental house - single storey,,Local brand car,600,0,Own transport,500,0,400,200,0,0,0,0,0
60,Skrull,F,Employed,High School,Yes,2,1K to 2K,Own house - double storey terrace,100K to 200K,Local brand car,0,900,Own transport & Public transport,300,50,150,500,0,0,0,0,0
59,Kree,M,Private sector retiree,Bachelor's Degree,Yes,6,1K to 2K,Own house - double storey terrace,500K to 600K,Local brand car,,1800,Own transport,400,,200,500,100,0,0,0,0
52,Sapiens,M,Employed,High School,Yes,5,2K to 3K,Own house - one storey terrace,100K to 200K,Local brand car,,0,Own transport,1000,,150,1000,500,,,,
32,Kree,M,Employed,High School,Yes,4,1K to 2K,Parent's house,,Motorcycle,0,0,Own transport,290,0,67,500,0,0,0,0,0
24,Skrull,F,Unemployed,Diploma,No,1,Less than 1K,Rental house - flat,,Did not own any vehicle,150,,Public transport,,100,30,50,0,,,,
62,Kree,F,Unemployed,High School,Divorcee,1,Less than 1K,Own house - kampung / wooden house,Below 100K,Did not own any vehicle,0,0,,0,0,0,0,0,0,0,0,0
71,Sapiens,F,Unemployed,High School,Divorcee,2,Less than 1K,Rental house - flat,,Asia brand car,350,0,Own transport,100,0,0,400,0,0,0,0,0
61,Skrull,M,Employed,High School,Yes,3,2K to 3K,Own house - condominiums,300K to 400K,,0,600,Own transport,800,0,600,600,0,0,0,0,0
61,Kree,M,Government retiree,High School,Yes,7,1K to 2K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,300,0,200,700,400,500,0,0,0
62,Kree,M,Government retiree,Certificates,Yes,10 or more,4K to 5K,Own house - bungalows,100K to 200K,Asia brand car,0,0,Own transport,2000,0,500,1500,100,0,0,1500,0
62,Kree,M,Others,High School,Yes,6,3K to 4K,Own house - bungalows,Below 100K,Asia brand car,0,700,Own transport,300,0,250,500,400,0,0,0,0
29,Kree,M,Employed,Certificates,Yes,2,1K to 2K,Parent's house,,Local brand car,0,0,Own transport,400,0,200,800,0,400,0,0,0
44,Skrull,M,Self-employed,Bachelor's Degree,Yes,4,Less than 1K,Own house - one storey terrace,Below 100K,Local brand car,0,0,Own transport,1200,0,500,0,2000,0,0,0,0
64,Skrull,M,Unemployed,High School,Yes,6,Less than 1K,Own house - one storey terrace,Below 100K,Did not own any vehicle,0,0,,0,0,300,800,0,0,0,0,0
60,Sapiens,F,Unemployed,High School,Yes,4,Less than 1K,Parent's house,,Did not own any vehicle,0,0,,0,0,300,600,0,0,0,0,0
40,Kree,M,Employed,High School,Yes,2,3K to 4K,Own house - one storey terrace,100K to 200K,Motorcycle,600,0,Own transport,1500,0,200,500,0,0,0,0,0
55,Skrull,F,Unemployed,High School,Yes,5,Less than 1K,Own house - one storey terrace,Below 100K,Local brand car,500,0,,0,0,300,600,200,0,0,0,0
35,Kree,F,Employed,Bachelor's Degree,Yes,4,2K to 3K,Own house - one storey terrace,200K to 300K,Local brand car,0,0,Own transport,1000,0,150,200,200,250,0,0,0
33,Kree,M,Self-employed,High School,Yes,3,2K to 3K,Own house - one storey terrace,Below 100K,Asia brand car,500,900,Own transport,400,0,200,400,300,0,0,0,0
25,Sapiens,F,Employed,Bachelor's Degree,No,5,5K to 6K,Rental house - flat,,Local brand car,700,0,Own transport & Public transport,2000,100,100,1000,0,0,0,0,0
54,Kree,F,Unemployed,High School,Yes,2,,Own house - one storey terrace,300K to 400K,Local brand car,0,500,Own transport,0,0,0,0,0,0,0,0,0
26,Kree,M,Employed,Bachelor's Degree,No,1,3K to 4K,Rental house - flat,,Motorcycle,80,0,Own transport,100,0,100,400,0,,200,0,0
30,Kree,M,Employed,Diploma,No,6,2K to 3K,Parent's house,,Motorcycle,0,0,Own transport,500,0,300,300,600,0,150,0,0
25,Kree,F,Unemployed,Bachelor's Degree,No,7,3K to 4K,Own house - one storey terrace,,Asia brand car,0,0,Own transport,500,0,500,300,300,0,0,0,0
54,Kree,F,Unemployed,High School,Yes,4,Less than 1K,Own house - kampung / wooden house,Below 100K,Local brand car,0,0,Own transport,0,0,300,300,120,0,0,0,0
58,Skrull,M,Employed,High School,Yes,5,1K to 2K,Own house - kampung / wooden house,Below 100K,Motorcycle,0,0,Own transport,100,0,160,1000,120,0,0,0,0
37,Kree,F,Employed,Bachelor's Degree,Yes,3,5K to 6K,Own house - double storey terrace,200K to 300K,Local brand car,0,1200,Own transport,200,0,200,300,300,0,0,0,0
29,Skrull,F,Employed,Bachelor's Degree,No,3,2K to 3K,Parent's house,,Motorcycle,0,0,Own transport,300,0,300,1000,300,0,200,0,0
